,comments,disposition,incident,location,occurred,predicted_incident,reported,reported_date,season,ucpd_id,validated_address,validated_location,item_stolen,item_category,location_name,latitude,longitude
379,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),8/25/25 14:00,,2025-08-25 14:06:00-05:00,8/25/25,Summer,2025-041657,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456],merchandise,Merchandise,Walgreens,41.79529345,-87.58874456
380,A subject attempted to take merchandise from the off-campus store without paying / CPD case,CPD,Information / Theft,1346 E. 53rd St. (Target),8/25/25 13:30,,2025-08-25 13:36:00-05:00,8/25/25,Summer,2025-041653,"1346 E 53rd St, Chicago, Il, 60615",[ 41.79955044 -87.59306282],merchandise,Merchandise,Target,41.79955044,-87.59306282
381,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),8/25/25 8:35,,2025-08-25 08:37:00-05:00,8/25/25,Summer,2025-041577,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456],merchandise,Merchandise,Walgreens,41.79529345,-87.58874456
382,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),8/24/25 15:15,,2025-08-24 15:16:00-05:00,8/24/25,Summer,2025-041420,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456],merchandise,Merchandise,Walgreens,41.79529345,-87.58874456
383,A subject took merchandise from the off-campus store without paying / UCPD officers located and arrested the suspect,Arrest,Theft,1554 E. 55th St. (Walgreens),8/24/25 11:40,,2025-08-24 11:49:00-05:00,8/24/25,Summer,25-01045,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456],merchandise,Merchandise,Walgreens,41.79529345,-87.58874456
384,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),8/24/25 11:10,,2025-08-24 11:15:00-05:00,8/24/25,Summer,2025-041396,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456],merchandise,Merchandise,Walgreens,41.79529345,-87.58874456
385,An unknown subject took merchandise from the off-campus store without paying / /Referred to CPD,Referred,Information / Theft,1346 E. 53rd St. (Target),8/23/25 19:50,,2025-08-23 19:53:00-05:00,8/23/25,Summer,2025-041252,"1346 E 53rd St, Chicago, Il, 60615",[ 41.79955044 -87.59306282],merchandise,Merchandise,Target,41.79955044,-87.59306282
386,An unknown subject took merchandise from the off-campus store without paying / /Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),8/23/25 15:23,,2025-08-23 15:25:00-05:00,8/23/25,Summer,2025-041218,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456],merchandise,Merchandise,Walgreens,41.79529345,-87.58874456
387,An unknown subject took merchandise from the off-campus store without paying / /Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),8/23/25 14:30,,2025-08-23 14:31:00-05:00,8/23/25,Summer,2025-041212,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456],merchandise,Merchandise,Walgreens,41.79529345,-87.58874456
388,An unknown subject took merchandise from the off-campus store without paying / /Referred to CPD,Referred,Information / Theft,1346 E. 53rd St. (Target),8/23/25 13:13,,2025-08-23 13:15:00-05:00,8/23/25,Summer,2025-041205,"1346 E 53rd St, Chicago, Il, 60615",[ 41.79955044 -87.59306282],merchandise,Merchandise,Target,41.79955044,-87.59306282
389,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),8/22/25 18:15,,2025-08-22 18:19:00-05:00,8/22/25,Summer,2025-041035,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456],merchandise,Merchandise,Walgreens,41.79529345,-87.58874456
390,A subject took merchandise from the off-campus store without paying / Suspect located and arrested by UCPD officer,Arrest,Theft,1554 E. 55th St. (Walgreens),8/22/25 10:49,,2025-08-22 10:49:00-05:00,8/22/25,Summer,25-01036,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456],merchandise,Merchandise,Walgreens,41.79529345,-87.58874456
391,A subject took merchandise from the off-campus store without paying / Suspect detained by UCPD / Management declined prosecution,Ex. Cleared,Theft,1228 E. 53rd St. (CVS),8/22/25 1:13,,2025-08-22 01:13:00-05:00,8/22/25,Summer,25-01034,"1228 E 53rd St, Chicago, Il, 60615",[ 41.79951603 -87.59614964],merchandise,Merchandise,CVS,41.79951603,-87.59614964
392,Two unknown subjects took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1346 E. 53rd St. (Target),8/21/25 16:25,,2025-08-21 16:29:00-05:00,8/21/25,Summer,2025-040796,"1346 E 53rd St, Chicago, Il, 60615",[ 41.79955044 -87.59306282],merchandise,Merchandise,Target,41.79955044,-87.59306282
393,"An unsecured, unattended saxophone in carrying case was taken by unknown person(s) / CPD case JJ381045",CPD,Information / Theft,915 E. 60th St. (Logan Center),8/17/25 1:30 PM to 4:00 PM,,2025-08-21 14:07:00-05:00,8/21/25,Summer,2025-040766,"915 E 60th St, Chicago, Il, 60637",[ 41.78583956 -87.60381135],musical instrument (saxophone),Miscellaneous,Logan Center,41.78583956,-87.60381135
394,Two unknown subjects took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),8/21/25 14:00,,2025-08-21 14:04:00-05:00,8/21/25,Summer,2025-040765,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456],merchandise,Merchandise,Walgreens,41.79529345,-87.58874456
395,Secured bicycle taken from bike rack,Open,Theft,1010 E. 59th St. (Goodspeed Bike Rack),8/21/25 10:00 AM to 12:10 PM,,2025-08-21 12:46:00-05:00,8/21/25,Summer,25-01032,"1010 E 59th St, Chicago, Il, 60637",[ 41.78781049 -87.60099836],bike,Bikes & E-scooters,Goodspeed Bike Rack,41.78781049,-87.60099836
396,A subject took merchandise from the off-campus store without paying / Suspect located and detained by UCPD / Management declined to prosecute,Ex. Cleared,Theft,1554 E. 55th St. (Walgreens),8/20/25 14:23,,2025-08-20 14:24:00-05:00,8/20/25,Summer,25-01030,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456],merchandise,Merchandise,Walgreens,41.79529345,-87.58874456
397,A subject took merchandise from the off-campus store without paying / Suspect located and arrested by UCPD,Arrest,Theft,1554 E. 55th St. (Walgreens),8/20/25 11:37,,2025-08-20 11:38:00-05:00,8/20/25,Summer,25-01029,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456],merchandise,Merchandise,Walgreens,41.79529345,-87.58874456
398,A subject took merchandise from the off-campus store without paying / Suspect located and arrested by UCPD officer,Arrest,Theft,1554 E. 55th St. (Walgreens),8/19/25 15:15,,2025-08-19 15:16:00-05:00,8/19/25,Summer,25-01026,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456],merchandise,Merchandise,Walgreens,41.79529345,-87.58874456
399,Laptop taken from secured office,Open,Theft,5807 S. Woodlawn Ave. (Booth School),8/12/25 to 8/19/25 5:00 PM to 10:00 AM,,2025-08-19 12:30:00-05:00,8/19/25,Summer,25-01025,"5807 S Woodlawn Ave, Chicago, Il, 60637",[ 41.78945965 -87.5963329 ],laptop,Tech,Booth School,41.78945965,-87.5963329
400,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),8/18/25 16:03,,2025-08-18 16:04:00-05:00,8/18/25,Summer,2025-040132,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456],merchandise,Merchandise,Walgreens,41.79529345,-87.58874456
401,A subject took merchandise from the off-campus store without paying / Suspect located and arrested by UCPD,Arrest,Theft,1449 E. 57th St. (Subway),8/18/25 12:55,,2025-08-18 12:55:00-05:00,8/18/25,Summer,25-01021,"1449 E 57th St, Chicago, Il, 60637",[ 41.79145286 -87.59017642],merchandise,Merchandise,Subway,41.79145286,-87.59017642
402,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),8/17/25 17:55,,2025-08-17 17:56:00-05:00,8/17/25,Summer,2025-039903,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456],merchandise,Merchandise,Walgreens,41.79529345,-87.58874456
403,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1346 E. 53rd St. (Target),8/17/25 14:30,,2025-08-17 14:32:00-05:00,8/17/25,Summer,2025-039877,"1346 E 53rd St, Chicago, Il, 60615",[ 41.79955044 -87.59306282],merchandise,Merchandise,Target,41.79955044,-87.59306282
404,A subject took merchandise from the off-campus store without paying / Suspect arrested by UCPD,Arrest,Theft,1346 E. 53rd St. (Target),8/16/25 14:08,,2025-08-16 14:23:00-05:00,8/16/25,Summer,25-01013,"1346 E 53rd St, Chicago, Il, 60615",[ 41.79955044 -87.59306282],merchandise,Merchandise,Target,41.79955044,-87.59306282
405,Unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),8/16/25 11:40,,2025-08-16 11:44:00-05:00,8/16/25,Summer,2025-039582,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456],merchandise,Merchandise,Walgreens,41.79529345,-87.58874456
406,2025 Jeep parked on the street off-campus taken by unknown person(s) / CPD case JJ376944,CPD,Information / Motor Vehicle Theft,5646 S. Kimbark Ave. (Public Way),8/15/25 to 8/16/25 7:00 PM to 8:25 AM,,2025-08-16 08:27:00-05:00,8/16/25,Summer,2025-039550,"5646 S Kimbark Ave, Chicago, Il, 60637",[ 41.79243003 -87.59493951],car (jeep 2025),Car & Car parts,Public Way,41.79243003,-87.59493951
407,A subject took merchandise from the off-campus store without paying / Subject located and arrested by UCPD,Arrest,Theft,1346 E. 53rd St. (Target),8/15/25 11:34,,2025-08-15 11:35:00-05:00,8/15/25,Summer,25-01009,"1346 E 53rd St, Chicago, Il, 60615",[ 41.79955044 -87.59306282],merchandise,Merchandise,Target,41.79955044,-87.59306282
408,Unsecured bicycle taken from courtyard off-campus / Referred to CPD,Referred,Information / Theft,5455 S. Ingleside Ave. (Courtyard),8/15/25 10:00 AM to 11:30 AM,,2025-08-15 11:32:00-05:00,8/15/25,Summer,2025-039279,"5455 S Ingleside Ave, Chicago, Il, 60615",[ 41.79632698 -87.60267917],bike (unsecured),Bikes & E-scooters,Courtyard,41.79632698,-87.60267917
409,Copper pipe and copper fittings taken from a secured room,Open,Theft,947 E. 58th St. (Abbott Hall),8/13/25 to 8/14/25 2:30 PM to 5:15 AM,,2025-08-14 13:14:00-05:00,8/14/25,Summer,25-01007,"947 E 58th St, Chicago, Il, 60637",[ 41.78947286 -87.60461745],tools,Tools,Abbott Hall,41.78947286,-87.60461745
410,Parked 2022 Acura taken from parking lot / CPD case JJ373542,CPD,Information / Motor Vehicle Theft,707 E. 37th St. (Donoghue School Parking Lot),8/13/25 7:00 AM to 3:30 PM,,2025-08-13 15:49:00-05:00,8/13/25,Summer,2025-038890,"707 E 37th Pl, Chicago, Il, 60653",[ 41.82657986 -87.60946106],car (acura 2022),Car & Car parts,Donoghue School Parking Lot,41.82657986,-87.60946106
411,"Wallet taken from unsecured, unattended backpack",Open,Theft,5656 S. Maryland Ave. (UCMED),8/13/25 4:00 AM to 7:40 AM,,2025-08-13 11:41:00-05:00,8/13/25,Summer,25-00999,"5656 S Maryland Ave, Chicago, Il, 60637",[ 41.7921342  -87.60503297],credit card/wallet,"Wallet, Credit cards, Cash",UCMED,41.7921342,-87.60503297
412,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1346 E. 53rd St. (Target),8/13/25 10:50,,2025-08-13 10:51:00-05:00,8/13/25,Summer,2025-038852,"1346 E 53rd St, Chicago, Il, 60615",[ 41.79955044 -87.59306282],merchandise,Merchandise,Target,41.79955044,-87.59306282
413,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),8/12/25 13:44,,2025-08-12 13:46:00-05:00,8/12/25,Summer,2025-038629,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456],merchandise,Merchandise,Walgreens,41.79529345,-87.58874456
414,A subject took merchandise from the off-campus store without paying / Suspect located and arrested by UCPD.,Arrest,Theft,1554 E. 55th St. (Walgreens),8/12/25 6:13,,2025-08-12 06:15:00-05:00,8/12/25,Summer,25-00989,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456],merchandise,Merchandise,Walgreens,41.79529345,-87.58874456
415,"An unknown suspect took an unattended, unsecured bag left on the sidewalk / A handgun was left in the bag / The owner was charged with unlawful possession of a firearm",Open,Theft,5900 S. Woodlawn Ave. (Public Way),8/11/25  7:25 PM to 7:40 PM,,2025-08-11 19:46:00-05:00,8/11/25,Summer,25-00986,"5900 S Woodlawn Ave, Chicago, Il, 60637",[ 41.78595283 -87.5964082 ],bag,Bags,Public Way,41.78595283,-87.5964082
416,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),8/9/25 13:55,,2025-08-09 13:56:00-05:00,8/9/25,Summer,2025-037975,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456],merchandise,Merchandise,Walgreens,41.79529345,-87.58874456
417,Visitors cell phone taken by unknown person(s) / CPD case JJ365583,CPD,Information / Theft,5721 S. Maryland Ave. (Comer Hospital,8/6/25 1:30 PM to 2:00 PM,,2025-08-08 13:27:00-05:00,8/8/25,Summer,2025-037814,"5721 S Maryland Ave, Chicago, Il, 60637",[ 41.79028249 -87.60486169],phone,Tech,,41.79028249,-87.60486169
418,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),8/7/25 15:55,,2025-08-07 15:58:00-05:00,8/7/25,Summer,2025-037633,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456],merchandise,Merchandise,Walgreens,41.79529345,-87.58874456
419,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),8/6/25 15:30,,2025-08-06 15:36:00-05:00,8/6/25,Summer,2025-037351,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456],merchandise,Merchandise,Walgreens,41.79529345,-87.58874456
420,Subject took merchandise from the off-campus store without paying / Management declined prosecution,Closed,Information / Theft,1228 E. 53rd St. (CVS),8/5/25 4:57,,2025-08-05 04:57:00-05:00,8/5/25,Summer,2025-037015,"1228 E 53rd St, Chicago, Il, 60615",[ 41.79951603 -87.59614964],merchandise,Merchandise,CVS,41.79951603,-87.59614964
421,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),8/4/25 14:20,,2025-08-04 14:23:00-05:00,8/4/25,Summer,2025-036883,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456],merchandise,Merchandise,Walgreens,41.79529345,-87.58874456
422,Parked and secured 2019 Honda Accord taken from the street off-campus / Referred to CPD,Referred,Information / Motor Vehicle Theft,1644 E. 53rd St. (Public Way),8/2/25 to 8/3/25 1:00 PM to 9:45 AM,,2025-08-03 10:48:00-05:00,8/3/25,Summer,2025-036594,"1644 E 53rd St, Chicago, Il, 60615",[ 41.79965651 -87.58483768],car (accord 2019),Car & Car parts,Public Way,41.79965651,-87.58483768
423,Unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1539 E. 53rd St. (Akira),8/1/25 19:30,,2025-08-01 19:38:00-05:00,8/1/25,Summer,2025-036148,"1539 E 53rd St, Chicago, Il, 60615",[ 41.79949886 -87.58771041],merchandise,Merchandise,Akira,41.79949886,-87.58771041
424,Secured bicycle taken from bike rack,Open,Theft,900 E. 57th St. (Knapp Center Bike Rack),8/1/25 11:00 AM to 4:45 PM,,2025-08-01 17:41:00-05:00,8/1/25,Summer,25-00946,"900 E 57th St, Chicago, Il, 60637",[ 41.79142346 -87.60366292],bike (secured),Bikes & E-scooters,Knapp Center Bike Rack,41.79142346,-87.60366292
425,Secured bicycle taken from bike rack,Open,Theft,900 E. 57th St. (Knapp Center Bike Rack),8/1/25 8:15 AM to 3:23 PM,,2025-08-01 15:34:00-05:00,8/1/25,Summer,25-00943,"900 E 57th St, Chicago, Il, 60637",[ 41.79142346 -87.60366292],bike (secured),Bikes & E-scooters,Knapp Center Bike Rack,41.79142346,-87.60366292
426,Secured bicycle taken from bike rack,Open,Theft,5751 S. Woodlawn Ave. (Seminary Bookstore Bike Rack),7/29/25 to 7/31/25 5:00 PM to 9:55 PM,,2025-07-31 22:03:00-05:00,7/31/25,Summer,25-00938,"5751 S Woodlawn Ave, Chicago, Il, 60637",[ 41.79066421 -87.59636265],bike (secured),Bikes & E-scooters,Seminary Bookstore Bike Rack,41.79066421,-87.59636265
427,An unknown subject was observed exiting victim's unsecured vehicle parked off-campus after taking property / Referred to CPD,Referred,Information / Theft,5494 S. University Ave. (Public Way),7/31/25 13:10,,2025-07-31 13:23:00-05:00,7/31/25,Summer,2025-035857,"5494 S University Ave, Chicago, Il, 60615",[ 41.79663425 -87.59819336],?,Unspecified - `Property`,Public Way,41.79663425,-87.59819336
428,Parts taken from bicycle secured to bike rack,Open,Theft,5656 S. Maryland Ave. (Bike Rack),7/28/25 to 7/30/25 4:00 PM to 8:00 PM,,2025-07-31 12:33:00-05:00,7/31/25,Summer,25-00934,"5656 S Maryland Ave, Chicago, Il, 60637",[ 41.7921342  -87.60503297],bike parts,Bikes & E-scooters,Bike Rack,41.7921342,-87.60503297
429,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),7/31/25 10:12,,2025-07-31 10:12:00-05:00,7/31/25,Summer,2025-035827,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456],merchandise,Merchandise,Walgreens,41.79529345,-87.58874456
430,An unknown subject took property from victim's unsecured vehicle parked on the street off-campus / Referred to CPD,Referred,Information / Theft,1158 E. 54th Pl. (Public Way),7/30/25 21:40,,2025-07-30 21:48:00-05:00,7/30/25,Summer,2025-035727,"1158 E 54th Pl, Chicago, Il, 60615",[ 41.79658667 -87.59748046],?,Unspecified - `Property`,Public Way,41.79658667,-87.59748046
431,Secured bicycle taken from bike rack,Open,Theft,5812 S. Ellis Ave. (Surgery Brain Research Bike Rack),7/29/25 2:20 PM to 6:00 PM,,2025-07-29 21:42:00-05:00,7/29/25,Summer,25-00925,"5812 S Ellis Ave, Chicago, Il, 60637",[ 41.78933847 -87.60133434],bike (secured),Bikes & E-scooters,Surgery Brain Research Bike Rack,41.78933847,-87.60133434
432,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),7/29/25 17:05,,2025-07-29 17:09:00-05:00,7/29/25,Summer,2025-035404,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456],merchandise,Merchandise,Walgreens,41.79529345,-87.58874456
